,App,Category,Rating,Reviews,Size,Installs,Free,Price_dollars,Content Rating,Genres,Last Updated,Current Ver,Android Ver
1185,Frigo Magic: Easy recipe idea and anti-waste,FOOD_AND_DRINK,4.1,2473,14M,"500,000+",False,0.0,Everyone,Food & Drink,2018-07-28,3.1.5,4.4 and up
1186,McDonald's - McDonald's Japan,FOOD_AND_DRINK,3.4,109784,64M,"10,000,000+",False,0.0,Everyone,Food & Drink,2018-08-03,4.0.30,4.0.3 and up
1187,Debonairs Pizza,FOOD_AND_DRINK,3.8,3320,8.4M,"500,000+",False,0.0,Everyone,Food & Drink,2018-08-04,1.9.117,4.0.3 and up
1188,Popeyes® App,FOOD_AND_DRINK,3.7,61,11M,"50,000+",False,0.0,Everyone,Food & Drink,2018-07-23,1.0.2,4.1 and up
1189,Dunkin' Donuts,FOOD_AND_DRINK,4.2,68103,66M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-06-20,5.0.0,4.4 and up
1190,Pyaterochka,FOOD_AND_DRINK,3.1,8412,Varies with device,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-07-19,Varies with device,4.4 and up
1191,Refreshing app Free application that can use deal coupons,FOOD_AND_DRINK,3.5,10741,41M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-07-23,5.2.2,4.2 and up
1192,Simple Recipes,FOOD_AND_DRINK,4.7,3803,15M,"500,000+",False,0.0,Everyone,Food & Drink,2018-02-22,1.6,4.0 and up
1193,Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944,35M,"5,000,000+",False,0.0,Everyone,Food & Drink,2018-08-02,7.12,5.0 and up
1194,Panera Bread,FOOD_AND_DRINK,4.2,10159,36M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-07-17,4.3.3,5.0 and up
1195,Chick-fil-A,FOOD_AND_DRINK,4.3,28008,17M,"5,000,000+",False,0.0,Everyone,Food & Drink,2018-08-03,6.0.1,5.0 and up
1196,hellofood - Food Delivery,FOOD_AND_DRINK,4.0,43614,25M,"1,000,000+",False,0.0,Everyone,Food & Drink,2016-10-12,2.14.36,4.0.3 and up
1197,Starbucks,FOOD_AND_DRINK,4.5,455377,35M,"10,000,000+",False,0.0,Everyone,Food & Drink,2018-08-01,4.11.1,4.4 and up
1198,Easy and quick desserts,FOOD_AND_DRINK,4.6,1398,10M,"100,000+",False,0.0,Everyone 10+,Food & Drink,2018-06-14,1.0,4.0.3 and up
1199,Domino's Pizza USA,FOOD_AND_DRINK,4.7,1032935,Varies with device,"10,000,000+",False,0.0,Everyone,Food & Drink,2018-07-20,Varies with device,Varies with device
1200,Chef - Recipes & Cooking,FOOD_AND_DRINK,4.1,32405,12M,"5,000,000+",False,0.0,Everyone,Food & Drink,2018-07-03,3.3.21,4.1 and up
1201,"Delivery Club-food delivery: pizza, sushi, burger, salad",FOOD_AND_DRINK,4.3,151080,Varies with device,"5,000,000+",False,0.0,Everyone,Food & Drink,2018-07-27,Varies with device,Varies with device
1202,HungerStation,FOOD_AND_DRINK,3.8,22513,11M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-05-21,5.3.8,4.0.3 and up
1203,Delivery yogi.,FOOD_AND_DRINK,4.4,90042,Varies with device,"10,000,000+",False,0.0,Everyone,Food & Drink,2018-07-18,Varies with device,Varies with device
1204,Delivery trough - delivery trough delivery trough,FOOD_AND_DRINK,4.3,58316,Varies with device,"5,000,000+",False,0.0,Everyone,Food & Drink,2018-07-25,Varies with device,Varies with device
1205,Dr. Oetker recipe ideas,FOOD_AND_DRINK,4.2,8509,17M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-07-12,3.5.5,4.0.3 and up
1206,SONIC Drive-In,FOOD_AND_DRINK,4.3,19314,43M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-07-31,3.3.6,4.4 and up
1207,SUBWAY®,FOOD_AND_DRINK,3.8,21314,41M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-07-24,7.9.0.0,4.4 and up
1208,GialloZafferano: Recipes,FOOD_AND_DRINK,4.3,30224,Varies with device,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-05-28,Varies with device,Varies with device
1209,Dairy Queen,FOOD_AND_DRINK,3.7,731,43M,"100,000+",False,0.0,Everyone,Food & Drink,2018-07-25,2.1.0,4.1 and up
1210,9th stage,FOOD_AND_DRINK,4.5,454,16M,"100,000+",False,0.0,Everyone,Food & Drink,2018-03-28,2.0.0,4.0.3 and up
1211,OpenRice,FOOD_AND_DRINK,3.6,14952,39M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-06-08,5.8.5,4.1 and up
1212,SarashpazPapion (Cooking with Chef Bowls),FOOD_AND_DRINK,4.8,1250,13M,"50,000+",False,0.0,Everyone,Food & Drink,2018-07-28,3.2.7,4.1 and up
1213,Little Caesars,FOOD_AND_DRINK,3.3,1726,30M,"500,000+",False,0.0,Everyone,Food & Drink,2018-07-19,4.26,4.4 and up
1214,Recipes Pastries and homemade pies More than 500 recipes for pastries,FOOD_AND_DRINK,4.7,14065,7.1M,"500,000+",False,0.0,Everyone,Food & Drink,2018-06-12,1.2.2,4.1 and up
1215,Om Waleed Sweets,FOOD_AND_DRINK,4.6,556,23M,"100,000+",False,0.0,Teen,Food & Drink,2018-01-25,2.0,4.0 and up
1216,"Eat Fast Prepare ""Without Internet""",FOOD_AND_DRINK,4.6,4925,17M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-06-10,3.6.6,4.0.3 and up
1217,Wendy’s – Food and Offers,FOOD_AND_DRINK,3.4,6507,18M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-04-12,5.7.0,4.4 and up
1218,My Recipes Cookbook : RecetteTek,FOOD_AND_DRINK,4.6,11707,Varies with device,"100,000+",False,0.0,Everyone,Food & Drink,2018-06-24,Varies with device,Varies with device
1219,Healthy Recipes Free,FOOD_AND_DRINK,4.0,1077,17M,"100,000+",False,0.0,Everyone,Food & Drink,2017-10-18,3.2.0,4.0.3 and up
1220,Cookbook Recipes,FOOD_AND_DRINK,4.1,46539,Varies with device,"5,000,000+",False,0.0,Teen,Food & Drink,2018-07-23,Varies with device,Varies with device
1221,ChefTap Recipes & Grocery List,FOOD_AND_DRINK,4.5,9066,15M,"500,000+",False,0.0,Everyone,Food & Drink,2018-04-25,4.0.0.427,5.1 and up
1222,Recipe Keeper,FOOD_AND_DRINK,4.4,1962,22M,"100,000+",False,0.0,Everyone,Food & Drink,2018-06-27,3.17.1.0,4.1 and up
1223,My CookBook (Recipe Manager),FOOD_AND_DRINK,4.5,22071,Varies with device,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-06-29,Varies with device,Varies with device
1224,50 Healthy Slow Cooker Recipes,FOOD_AND_DRINK,4.0,196,9.0M,"10,000+",False,0.0,Everyone 10+,Food & Drink,2017-02-17,1.2,2.3.3 and up
1225,Easy Healthy Recipes,FOOD_AND_DRINK,4.1,278,7.2M,"50,000+",False,0.0,Everyone,Food & Drink,2018-07-20,24.5.0,4.0 and up
1226,Allrecipes Dinner Spinner,FOOD_AND_DRINK,4.5,61881,Varies with device,"5,000,000+",False,0.0,Everyone,Food & Drink,2018-04-10,Varies with device,Varies with device
1227,My CookBook Pro (Ad Free),FOOD_AND_DRINK,4.6,2129,Varies with device,"10,000+",False,3.5,Everyone,Food & Drink,2018-06-28,Varies with device,Varies with device
1228,Paprika Recipe Manager,FOOD_AND_DRINK,4.1,1268,2.3M,"50,000+",False,5.0,Everyone,Food & Drink,2018-06-03,1.4.4,4.0 and up
1229,Yummly Recipes & Shopping List,FOOD_AND_DRINK,4.5,91359,27M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-07-05,2.0.3,4.4 and up
1230,Kitchen Stories - Recipes & Cooking,FOOD_AND_DRINK,4.6,22015,Varies with device,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-07-06,Varies with device,5.0 and up
1231,Cookpad,FOOD_AND_DRINK,4.5,131569,8.2M,"10,000,000+",False,0.0,Everyone,Food & Drink,2018-08-03,2.76.2.0-android,4.2 and up
1232,"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,4.3,31986,76M,"1,000,000+",False,0.0,Teen,Food & Drink,2017-11-23,5.7.23,5.0 and up
1233,Postmates Food Delivery: Order Eats & Alcohol,FOOD_AND_DRINK,3.6,22875,22M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-07-27,4.2.6,5.0 and up
1234,Instacart: Grocery Delivery,FOOD_AND_DRINK,4.4,17071,Varies with device,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-08-02,Varies with device,5.0 and up
1235,OpenTable: Restaurants Near Me,FOOD_AND_DRINK,4.6,90242,19M,"5,000,000+",False,0.0,Everyone,Food & Drink,2018-07-31,9.15.0.2020,5.0 and up
1236,Foursquare City Guide,FOOD_AND_DRINK,4.1,483960,Varies with device,"10,000,000+",False,0.0,Teen,Food & Drink,2018-07-23,Varies with device,Varies with device
1237,Zomato - Restaurant Finder and Food Delivery App,FOOD_AND_DRINK,4.3,511228,Varies with device,"10,000,000+",False,0.0,Everyone,Food & Drink,2018-08-01,Varies with device,Varies with device
1238,Munchery: Chef Crafted Fresh Food Delivered,FOOD_AND_DRINK,3.9,464,28M,"50,000+",False,0.0,Everyone,Food & Drink,2018-05-22,2.6.15,4.4 and up
1239,Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944,35M,"5,000,000+",False,0.0,Everyone,Food & Drink,2018-08-02,7.12,5.0 and up
1240,"delivery.com: Order Food, Alcohol & Laundry",FOOD_AND_DRINK,4.1,1920,Varies with device,"100,000+",False,0.0,Everyone,Food & Drink,2018-07-31,Varies with device,Varies with device
1241,Postmates Food Delivery: Order Eats & Alcohol,FOOD_AND_DRINK,3.6,22875,22M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-07-27,4.2.6,5.0 and up
1242,Domino's Pizza USA,FOOD_AND_DRINK,4.7,1032935,Varies with device,"10,000,000+",False,0.0,Everyone,Food & Drink,2018-07-20,Varies with device,Varies with device
1243,Eat24 Food Delivery & Takeout,FOOD_AND_DRINK,4.3,40116,Varies with device,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-08-02,Varies with device,Varies with device
1244,BeyondMenu Food Delivery,FOOD_AND_DRINK,4.7,51517,Varies with device,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-08-01,Varies with device,Varies with device
1245,EatStreet Food Delivery App,FOOD_AND_DRINK,4.6,7690,25M,"100,000+",False,0.0,Everyone,Food & Drink,2018-07-03,3.1.14,5.0 and up
1246,Pizza Hut,FOOD_AND_DRINK,4.4,321134,30M,"10,000,000+",False,0.0,Everyone,Food & Drink,2018-06-12,4.7.0,4.1 and up
1247,Caviar - Food Delivery,FOOD_AND_DRINK,4.2,3755,8.5M,"100,000+",False,0.0,Everyone,Food & Drink,2018-07-20,2.4.11,6.0 and up
1248,DoorDash - Food Delivery,FOOD_AND_DRINK,4.5,104504,Varies with device,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-07-31,Varies with device,Varies with device
1249,Chick-fil-A,FOOD_AND_DRINK,4.3,28009,17M,"5,000,000+",False,0.0,Everyone,Food & Drink,2018-08-03,6.0.1,5.0 and up
1250,Uber Eats: Local Food Delivery,FOOD_AND_DRINK,4.2,333208,34M,"10,000,000+",False,0.0,Everyone,Food & Drink,2018-08-01,1.161.10002,5.0 and up
1251,Seamless Food Delivery/Takeout,FOOD_AND_DRINK,4.5,35218,34M,"1,000,000+",False,0.0,Everyone,Food & Drink,2018-08-02,7.12,5.0 and up
1252,Talabat: Food Delivery,FOOD_AND_DRINK,4.5,116403,Varies with device,"5,000,000+",False,0.0,Everyone,Food & Drink,2018-08-01,Varies with device,Varies with device
1253,TheFork - Restaurants booking and special offers,FOOD_AND_DRINK,4.3,37517,17M,"5,000,000+",False,0.0,Everyone,Food & Drink,2018-07-20,11.11.1,4.1 and up
1254,foodpanda - Local Food Delivery,FOOD_AND_DRINK,4.0,292969,16M,"10,000,000+",False,0.0,Everyone,Food & Drink,2018-07-30,4.11.3,4.2 and up
1255,Zomato - Restaurant Finder and Food Delivery App,FOOD_AND_DRINK,4.3,511420,Varies with device,"10,000,000+",False,0.0,Everyone,Food & Drink,2018-08-01,Varies with device,Varies with device
1256,Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,428156,15M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-28,Varies with device,Varies with device
1257,Step Counter - Calorie Counter,HEALTH_AND_FITNESS,4.0,1577,2.2M,"500,000+",False,0.0,Everyone,Health & Fitness,2017-08-12,1.0.7,4.4 and up
1258,Lose Belly Fat in 30 Days - Flat Stomach,HEALTH_AND_FITNESS,4.9,38098,11M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-21,1.0.4,4.2 and up
1259,Pedometer - Step Counter Free & Calorie Burner,HEALTH_AND_FITNESS,4.8,31139,6.9M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-24,1.0.11,4.1 and up
1260,Six Pack in 30 Days - Abs Workout,HEALTH_AND_FITNESS,4.9,272337,13M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-21,1.0.2,4.2 and up
1261,Lose Weight in 30 Days,HEALTH_AND_FITNESS,4.8,220125,11M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-31,1.0.14,4.0 and up
1262,Pedometer,HEALTH_AND_FITNESS,4.4,400592,2.9M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-04,5.23,4.0 and up
1263,LG Health,HEALTH_AND_FITNESS,3.3,20098,25M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-05-14,5.31.75,4.4 and up
1264,Step Counter - Pedometer Free & Calorie Counter,HEALTH_AND_FITNESS,4.7,117925,7.0M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-24,1.0.26,4.1 and up
1265,"Pedometer, Step Counter & Weight Loss Tracker App",HEALTH_AND_FITNESS,4.6,548021,27M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-02,p5.7.1,4.1 and up
1266,Sportractive GPS Running Cycling Distance Tracker,HEALTH_AND_FITNESS,4.8,48276,7.5M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-04,3.0.6,4.4 and up
1267,30 Day Fitness Challenge - Workout at Home,HEALTH_AND_FITNESS,4.8,471036,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-03,Varies with device,4.0 and up
1268,Home Workout for Men - Bodybuilding,HEALTH_AND_FITNESS,4.8,12705,15M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-10,1.0.2,4.0 and up
1269,Fat Burning Workout - Home Weight lose,HEALTH_AND_FITNESS,4.5,706,9.4M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-07-24,1.0.5,4.1 and up
1270,Buttocks and Abdomen,HEALTH_AND_FITNESS,4.4,465,6.4M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-06-07,1.08,4.0.3 and up
1271,Walking for Weight Loss - Walk Tracker,HEALTH_AND_FITNESS,4.5,644,5.5M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-07-25,1.0.4,4.1 and up
1272,Running & Jogging,HEALTH_AND_FITNESS,4.5,6238,3.9M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-07-30,1.1.22,4.1 and up
1273,Walk with Map My Walk,HEALTH_AND_FITNESS,4.5,144040,55M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0 and up
1274,Sleep Sounds,HEALTH_AND_FITNESS,4.8,51227,28M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-13,4.0.1,4.0.3 and up
1275,Fitbit,HEALTH_AND_FITNESS,3.9,357417,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-26,Varies with device,Varies with device
1276,Lose Belly Fat-Home Abs Fitness Workout,HEALTH_AND_FITNESS,4.6,199,8.8M,"50,000+",False,0.0,Everyone,Health & Fitness,2018-07-24,1.0.7,4.1 and up
1277,Runtastic Running App & Mile Tracker,HEALTH_AND_FITNESS,4.5,827597,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-25,Varies with device,Varies with device
1278,Cycling - Bike Tracker,HEALTH_AND_FITNESS,4.5,9116,4.0M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-07-30,1.1.22,4.1 and up
1279,Abs Training-Burn belly fat,HEALTH_AND_FITNESS,4.7,2071,6.9M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-07-24,1.0.12,4.1 and up
1280,Calorie Counter - EasyFit free,HEALTH_AND_FITNESS,4.7,50294,11M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-09,3.0.7,4.1 and up
1281,Nike+ Run Club,HEALTH_AND_FITNESS,4.4,708674,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-12,2.17.0,4.4 and up
1282,Aunjai i lert u,HEALTH_AND_FITNESS,4.2,1140,5.5M,"500,000+",False,0.0,Teen,Health & Fitness,2017-01-10,1.5,3.0 and up
1283,Garmin Connect™,HEALTH_AND_FITNESS,3.9,232153,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-02,Varies with device,Varies with device
1284,BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,4.2,14709,15M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-26,2.8.2,5.0 and up
1285,Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.4,12029,4.3M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-04,2.6,4.2 and up
1286,Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873516,Varies with device,"50,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
1287,Six Packs for Man–Body Building with No Equipment,HEALTH_AND_FITNESS,4.6,2880,7.1M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-07-24,1.0.8,4.1 and up
1288,Weight Watchers Mobile,HEALTH_AND_FITNESS,4.2,270267,58M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-31,6.15.0,4.1 and up
1289,Endomondo - Running & Walking,HEALTH_AND_FITNESS,4.5,559186,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-11,Varies with device,Varies with device
1290,Running Distance Tracker +,HEALTH_AND_FITNESS,4.7,77777,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-29,3.401,5.0 and up
1291,The TK-App - everything under control,HEALTH_AND_FITNESS,4.5,8642,18M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-08-02,1.20,4.4 and up
1292,Runkeeper - GPS Track Run Walk,HEALTH_AND_FITNESS,4.5,501144,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-16,Varies with device,Varies with device
1293,Walking: Pedometer diet,HEALTH_AND_FITNESS,3.7,1861,1.5M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-18,1.5,2.3 and up
1294,Recipes for hair and face tried,HEALTH_AND_FITNESS,4.5,1203,6.5M,"500,000+",False,0.0,Everyone,Health & Fitness,2016-10-16,1.2,2.3.3 and up
1295,Abs Workout - 30 Days Fitness App for Six Pack Abs,HEALTH_AND_FITNESS,4.6,299,11M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-08-03,1.3.8,4.4 and up
1296,8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721,67M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-11,3.5.0,5.0 and up
1297,Keep Trainer - Workout Trainer & Fitness Coach,HEALTH_AND_FITNESS,4.7,14810,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-24,Varies with device,Varies with device
1298,Run with Map My Run,HEALTH_AND_FITNESS,4.5,183662,57M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0 and up
1299,Weight Loss Running by Verv,HEALTH_AND_FITNESS,4.5,27393,59M,"1,000,000+",False,0.0,Mature 17+,Health & Fitness,2018-07-16,6.5.3,4.1 and up
1300,Couch to 10K Running Trainer,HEALTH_AND_FITNESS,4.6,10445,48M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-07-02,112.0,4.4 and up
1301,PumpUp — Fitness Community,HEALTH_AND_FITNESS,4.0,49479,57M,"1,000,000+",False,0.0,Teen,Health & Fitness,2018-07-10,5.13.0,5.0 and up
1302,"Home workouts - fat burning, abs, legs, arms,chest",HEALTH_AND_FITNESS,4.3,4848,13M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-18,2.6,4.1 and up
1303,Running Weight Loss Walking Jogging Hiking FITAPP,HEALTH_AND_FITNESS,4.4,20812,Varies with device,"1,000,000+",False,0.0,Teen,Health & Fitness,2018-07-27,Varies with device,Varies with device
1304,"Strava Training: Track Running, Cycling & Swimming",HEALTH_AND_FITNESS,4.5,328469,Varies with device,"10,000,000+",False,0.0,Teen,Health & Fitness,2018-08-01,Varies with device,Varies with device
1305,Workout Trainer: fitness coach,HEALTH_AND_FITNESS,4.2,100406,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-30,Varies with device,Varies with device
1306,"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299,31M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-16,3.48,4.1 and up
1307,StrongLifts 5x5 Workout Gym Log & Personal Trainer,HEALTH_AND_FITNESS,4.9,66791,10M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-30,Varies with device,Varies with device
1308,Run with Map My Run,HEALTH_AND_FITNESS,4.5,183669,57M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0 and up
1309,7 Minute Workout,HEALTH_AND_FITNESS,4.5,399009,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-08,Varies with device,Varies with device
1310,Workout Tracker & Gym Trainer - Fitness Log Book,HEALTH_AND_FITNESS,4.6,5420,21M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-06-05,2.48.3,4.1 and up
1311,Freeletics: Personal Trainer & Fitness Workouts,HEALTH_AND_FITNESS,4.5,130104,25M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-03,5.3,5.0 and up
1312,Nike Training Club - Workouts & Fitness Plans,HEALTH_AND_FITNESS,4.6,251534,93M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-18,5.14.0,5.0 and up
1313,Fitbit Coach,HEALTH_AND_FITNESS,4.6,28951,60M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-16,4.4,4.4 and up
1314,"JEFIT Workout Tracker, Weight Lifting, Gym Log App",HEALTH_AND_FITNESS,4.5,60096,27M,"5,000,000+",False,0.0,Teen,Health & Fitness,2018-04-07,10.0,4.0.3 and up
1315,Map My Ride GPS Cycling Riding,HEALTH_AND_FITNESS,4.5,106547,54M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0 and up
1316,Daily Workouts - Exercise Fitness Routine Trainer,HEALTH_AND_FITNESS,4.4,134195,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-14,Varies with device,Varies with device
1317,Google Fit - Fitness Tracking,HEALTH_AND_FITNESS,3.9,249855,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-24,Varies with device,Varies with device
1318,Weight Loss Running by Verv,HEALTH_AND_FITNESS,4.5,27396,59M,"1,000,000+",False,0.0,Mature 17+,Health & Fitness,2018-07-16,6.5.3,4.1 and up
1319,Nike+ Run Club,HEALTH_AND_FITNESS,4.4,708710,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-12,2.17.0,4.4 and up
1320,Sworkit: Workouts & Fitness Plans,HEALTH_AND_FITNESS,4.6,109756,78M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-01,8.2.0,4.0.3 and up
1321,Map My Fitness Workout Trainer,HEALTH_AND_FITNESS,4.4,38343,55M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0 and up
1322,Sports Tracker Running Cycling,HEALTH_AND_FITNESS,4.5,190247,Varies with device,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-03,Varies with device,Varies with device
1323,Runtastic Running App & Mile Tracker,HEALTH_AND_FITNESS,4.5,827651,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-25,Varies with device,Varies with device
1324,8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721,67M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-11,3.5.0,5.0 and up
1325,Seven - 7 Minute Workout Training Challenge,HEALTH_AND_FITNESS,4.5,75571,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-03,7.2.5,Varies with device
1326,Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-24,6.2.73,4.0 and up
1327,Pocket Yoga,HEALTH_AND_FITNESS,4.4,2107,Varies with device,"100,000+",False,3.0,Everyone,Health & Fitness,2015-12-22,Varies with device,Varies with device
1328,Relax Meditation: Sleep with Sleep Sounds,HEALTH_AND_FITNESS,4.4,26540,43M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2017-02-09,2.5.1,4.0.3 and up
1329,Free Meditation - Take a Break,HEALTH_AND_FITNESS,4.2,1608,39M,"100,000+",False,0.0,Everyone,Health & Fitness,2016-07-28,6.7,2.3.3 and up
1330,Meditate OM,HEALTH_AND_FITNESS,4.5,19074,4.2M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-01-17,16.0,4.0 and up
1331,Yoga - Track Yoga,HEALTH_AND_FITNESS,4.5,7976,44M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-07-09,7.0,4.0.3 and up
1332,My Chakra Meditation,HEALTH_AND_FITNESS,4.4,7586,45M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-04-10,1.0.6,2.3.3 and up
1333,Relax with Andrew Johnson Lite,HEALTH_AND_FITNESS,4.3,2885,Varies with device,"100,000+",False,0.0,Everyone,Health & Fitness,2012-06-19,Varies with device,Varies with device
1334,"Meditation Music - Relax, Yoga",HEALTH_AND_FITNESS,4.6,48226,28M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-03-05,3.1.9,4.0.3 and up
1335,Meditation Studio,HEALTH_AND_FITNESS,4.6,1026,29M,"10,000+",False,4.0,Everyone,Health & Fitness,2018-05-15,1.0.6,4.3 and up
1336,Down Dog: Great Yoga Anywhere,HEALTH_AND_FITNESS,4.9,28945,12M,"500,000+",False,0.0,Teen,Health & Fitness,2018-05-17,2.6.1,4.2 and up
1337,21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-08-02,3.0.0,4.1 and up
1338,My Chakra Meditation 2,HEALTH_AND_FITNESS,4.3,1288,31M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-04-10,2.0.4,2.3.3 and up
1339,Simply Yoga - Fitness Trainer for Workouts & Poses,HEALTH_AND_FITNESS,4.1,6826,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-14,Varies with device,Varies with device
1340,"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,4.6,111450,Varies with device,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-05,Varies with device,Varies with device
