,App,Category,Rating,Reviews,Size,Installs,Free,Price_dollars,Content Rating,Genres,Last Updated,Current Ver,Android Ver
9197,Online Kerala EB Bill Pay,FINANCE,4.0,37,3.9M,"5,000+",False,0.0,Everyone,Finance,2017-11-16,1.0.0,4.0.3 and up
9198,EB Remote Deposit,BUSINESS,,0,9.0M,10+,False,0.0,Everyone,Business,2018-05-10,5.1,4.1 and up
9199,EB-Chat – For my Events,EVENTS,,2,21M,10+,False,0.0,Teen,Events,2017-11-16,1.4,3.0 and up
9200,বাংলাflix,FAMILY,4.2,1111,7.3M,"100,000+",False,0.0,Everyone,Entertainment,2018-06-05,3.6.1,4.1 and up
9201,EB Experience,LIFESTYLE,,0,1.8M,1+,False,0.0,Everyone,Lifestyle,2017-10-19,1.0,4.0.3 and up
9202,TNEB Quick Pay Easy,FINANCE,4.5,28,1.4M,"10,000+",False,0.0,Teen,Finance,2018-01-29,1,3.0 and up
9203,TNEB,BUSINESS,3.8,1777,948k,"100,000+",False,0.0,Everyone,Business,2014-05-18,1.0,2.2 and up
9204,TNEB Bill Checker / TNEB Bill Status,FINANCE,2.5,2,5.0M,"1,000+",False,0.0,Everyone,Finance,2018-03-03,2.0,4.0.3 and up
9205,Skin Disease,BEAUTY,4.0,1,2.2M,100+,False,0.0,Everyone,Beauty,2017-08-30,1.0,2.2 and up
9206,Schlaumeier,BOOKS_AND_REFERENCE,,0,688k,5+,False,1.0,Everyone,Books & Reference,2015-06-17,0.1,2.3 and up
9207,Bihar Land Records - RoR and EB Quick Pay,TOOLS,4.0,8,2.2M,"1,000+",False,0.0,Everyone,Tools,2018-08-07,1.0.1,5.0 and up
9208,TNEB Reading,TOOLS,4.1,28,2.5M,"10,000+",False,0.0,Everyone,Tools,2017-10-19,1.3,4.1 and up
9209,Eb & flow Yoga Studio,HEALTH_AND_FITNESS,,0,7.3M,10+,False,0.0,Everyone,Health & Fitness,2018-07-09,4.2.2,4.1 and up
9210,Audiowalk EB,TRAVEL_AND_LOCAL,,0,90M,10+,False,0.0,Everyone,Travel & Local,2018-06-30,1.0.1,4.2 and up
9211,RPG ブレイジング ソウルズ アクセレイト,FAMILY,3.4,159,3.1M,"1,000+",False,11.0,Teen,Role Playing,2018-04-26,2.12,2.3 and up
9212,Tamilnadu Electricity Info,TOOLS,3.6,216,811k,"10,000+",False,0.0,Everyone,Tools,2014-11-09,2.0,1.0 and up
9213,Punjab Online - Land Records • EB Bill Pay • RC/DL,TOOLS,3.4,16,4.0M,"5,000+",False,0.0,Everyone,Tools,2018-08-07,1.0,5.0 and up
9214,"energyly (TNEB,BESCOM,MH,DL..)",TOOLS,3.9,627,4.1M,"10,000+",False,0.0,Everyone,Tools,2017-02-21,6.0,4.0 and up
9215,Paraglider Dashboard,SPORTS,4.6,549,2.8M,"50,000+",False,0.0,Everyone,Sports,2018-03-03,2.1.4,4.0 and up
9216,Goodbox - Mega App,COMMUNICATION,4.3,3429,Varies with device,"100,000+",False,0.0,Everyone,Communication,2018-03-08,1.10.279.2,4.2 and up
9217,Exército Brasileiro,PRODUCTIVITY,4.7,1730,16M,"100,000+",False,0.0,Everyone,Productivity,2018-02-01,1.5,4.1 and up
9218,EB Cash Collections,BUSINESS,5.0,1,4.3M,5+,False,0.0,Everyone,Business,2018-07-31,1.10,4.4 and up
9219,TN Electricity (TNEB),LIFESTYLE,3.9,73,3.8M,"10,000+",False,0.0,Everyone,Lifestyle,2016-12-21,8.0,2.3 and up
9220,Electrician Calculator Pro,TOOLS,3.9,47,270k,"1,000+",False,15.0,Everyone,Tools,2014-06-03,3.1,1.6 and up
9221,"Call Blocker - Blacklist, SMS Blocker",COMMUNICATION,4.2,30350,3.7M,"1,000,000+",False,0.0,Everyone,Communication,2018-01-16,10.0.0,4.1 and up
9222,英漢字典 EC Dictionary,FAMILY,4.3,55408,Varies with device,"1,000,000+",False,0.0,Everyone,Education,2018-01-08,Varies with device,Varies with device
9223,EC - AP & Telangana,BOOKS_AND_REFERENCE,3.5,10,3.0M,"5,000+",False,0.0,Everyone,Books & Reference,2017-11-10,1.0,4.0.3 and up
9224,TN EC Online New,SOCIAL,,7,2.3M,"1,000+",False,0.0,Teen,Social,2018-07-21,2.1,4.0 and up
9225,"TN Patta, Chitta, EC",TOOLS,4.1,633,3.8M,"100,000+",False,0.0,Everyone,Tools,2016-10-21,6.7,2.3 and up
9226,TN Patta Chitta EC Info,TOOLS,4.2,1611,2.7M,"100,000+",False,0.0,Everyone,Tools,2018-08-06,5.0,4.4 and up
9227,EC music dictionary,TOOLS,4.4,20,2.2M,500+,False,2.0,Everyone,Tools,2014-12-29,2.1,3.0 and up
9228,EC Security,LIFESTYLE,4.5,13,28M,"1,000+",False,0.0,Everyone,Lifestyle,2017-05-09,1.17.0.0,2.3.3 and up
9229,TN Patta Citta & EC,BOOKS_AND_REFERENCE,3.8,48,1.5M,"10,000+",False,0.0,Everyone,Books & Reference,2018-03-27,1.0,3.0 and up
9230,EC - Encumbrance Search - telangana state,BUSINESS,3.4,45,5.5M,"10,000+",False,0.0,Everyone,Business,2017-06-18,1.0,2.3 and up
9231,Ec Solutions Mobile,BUSINESS,,0,4.0M,10+,False,0.0,Everyone,Business,2016-11-20,1.02,4.1 and up
9232,Encumbrance Certificate - (Obsolete),BUSINESS,3.9,184,48k,"50,000+",False,0.0,Everyone,Business,2014-08-12,1.1,2.3 and up
9233,"My Handbook : EE, EC, EI, E&T, EEE, EECS",FAMILY,4.5,3776,7.7M,"100,000+",False,0.0,Everyone,Education,2017-07-24,8.07.021,4.0 and up
9234,ec-Work,PRODUCTIVITY,,3,26M,100+,False,0.0,Everyone,Productivity,2018-07-09,1.12,5.0 and up
9235,ec.tv,LIFESTYLE,,0,8.6M,50+,False,0.0,Everyone,Lifestyle,2016-11-11,1.0,4.1 and up
9236,EC-HRV test,SPORTS,3.0,9,4.3M,"1,000+",False,0.0,Everyone,Sports,2018-07-26,3.9.13,4.4 and up
9237,EC MANAGER,VIDEO_PLAYERS,,2,17M,100+,False,0.0,Everyone,Video Players & Editors,2018-06-13,8.3.13.6,4.1 and up
9238,Barry EC,TOOLS,4.1,14,3.8M,"1,000+",False,0.0,Everyone,Tools,2017-12-18,1.278.0037,2.3.3 and up
9239,New Holland Agriculture T5 EC,PRODUCTIVITY,4.6,12,15M,"1,000+",False,0.0,Everyone,Productivity,2017-02-24,1.2,4.0.3 and up
9240,tv-ec,FAMILY,,1,3.4M,50+,False,0.0,Everyone,Entertainment,2018-04-07,8.1,4.0.3 and up
9241,EC Taximeter,PRODUCTIVITY,3.9,162,5.0M,"10,000+",False,0.0,Everyone,Productivity,2018-05-14,3.0.21,4.0 and up
9242,Walk Freely (Ec Shlire),TOOLS,4.7,62,2.3M,"1,000+",False,0.0,Everyone,Tools,2017-11-13,1.1.3,4.1 and up
9243,EC Apps List,TOOLS,4.5,2,1.6M,100+,False,0.0,Everyone,Tools,2015-02-12,1.3,4.0 and up
9244,AP Stamps and Registration,BOOKS_AND_REFERENCE,3.4,82,2.7M,"10,000+",False,0.0,Everyone,Books & Reference,2018-03-27,2.0,3.0 and up
9245,EC Calgary,FAMILY,5.0,6,8.1M,100+,False,0.0,Teen,Education,2018-06-26,3.8.0,4.1 and up
9246,Victoria EC,TOOLS,5.0,5,3.8M,500+,False,0.0,Everyone,Tools,2018-03-30,1.283.0037,2.3.3 and up
9247,EC SPORTS,SPORTS,5.0,1,6.3M,10+,False,0.0,Everyone,Sports,2015-05-26,4.1.1,2.3.3 and up
9248,ECナビ×シュフー,LIFESTYLE,4.0,576,7.4M,"50,000+",False,0.0,Everyone,Lifestyle,2018-06-07,1.0.2,4.0 and up
9249,EC Designer 2.0,TOOLS,,0,12M,50+,False,0.0,Everyone,Tools,2018-07-09,0.0.44,4.0 and up
9250,Arrayanes EC,LIFESTYLE,,2,7.9M,100+,False,0.0,Everyone,Lifestyle,2018-06-27,3.5,4.4 and up
9251,EC Reps,BUSINESS,4.0,1,5.4M,100+,False,0.0,Everyone,Business,2017-03-15,1.10,4.0 and up
9252,EC QR,PRODUCTIVITY,,0,4.0M,10+,False,0.0,Everyone,Productivity,2018-07-24,1.0.2,4.1 and up
9253,EC Tax,FINANCE,4.9,8,3.1M,500+,False,0.0,Everyone,Finance,2018-02-09,1.2,4.0.3 and up
9254,EC Fairgrounds,FAMILY,5.0,3,5.5M,500+,False,0.0,Everyone,Entertainment,2018-07-13,erie1.3.23.42-release,4.4 and up
9255,CompactiMa EC pH Calibration,BOOKS_AND_REFERENCE,,0,8.4M,100+,False,0.0,Everyone,Books & Reference,2016-12-22,1.1.2,4.1 and up
9256,Kiamichi EC,TOOLS,4.6,7,3.9M,"1,000+",False,0.0,Everyone,Tools,2018-02-23,1.283.0037,2.3.3 and up
9257,EC Games Datecs,SPORTS,,76,329k,"10,000+",False,0.0,Everyone,Sports,2016-02-12,4.4,2.1 and up
9258,TN Patta /Chitta /EC New,SOCIAL,4.8,5,3.0M,100+,False,0.0,Teen,Social,2018-07-20,1.0,4.0 and up
9259,HOLSTON EC,TOOLS,4.1,7,4.2M,"1,000+",False,0.0,Everyone,Tools,2018-01-23,1.278.0037,2.3.3 and up
9260,FILL EC,BUSINESS,4.1,13,3.8M,100+,False,0.0,Everyone,Business,2018-04-23,1.0,4.0.3 and up
9261,Marítimo EC,TOOLS,,1,5.3M,10+,False,0.0,Everyone,Tools,2018-02-14,1.9.8,4.0 and up
9262,EC-Contractors,HOUSE_AND_HOME,,0,6.0M,1+,False,0.0,Everyone,House & Home,2018-04-25,14.01,4.0.3 and up
9263,GATE Syllabus for EC 2018 & Notifications,FAMILY,4.7,23,4.3M,"1,000+",False,0.0,Everyone,Education,2017-08-28,1.3,4.4 and up
9264,EC Sampler,PRODUCTIVITY,,0,30M,1+,False,0.0,Everyone,Productivity,2018-07-31,1.4,4.0.3 and up
9265,EC Mover,GAME,5.0,5,4.6M,10+,False,0.0,Everyone,Racing,2018-08-01,1.11,4.0.3 and up
9266,SCS eC,PRODUCTIVITY,4.4,7,17M,100+,False,0.0,Everyone,Productivity,2016-10-21,1.0.1,4.1 and up
9267,My EF,FAMILY,3.3,4114,14M,"100,000+",False,0.0,Everyone,Education,2018-07-10,3.29,4.2 and up
9268,EF Mentor: Words,FAMILY,4.0,403,39M,"50,000+",False,0.0,Teen,Education,2018-07-30,1.7.0.00115,4.1 and up
9269,EF Smart English for Phone,FAMILY,3.5,208,13M,"10,000+",False,0.0,Everyone,Education,2018-06-29,1.2.1,4.4 and up
9270,My EF Center,FAMILY,2.8,89,35M,"10,000+",False,0.0,Everyone,Education,2018-07-23,1.10.0,4.4 and up
9271,EF Mentor: Sounds,FAMILY,,19,6.9M,"5,000+",False,0.0,Everyone,Education,2017-08-16,1.0.1.00613,4.1 and up
9272,EF English Live Business,FAMILY,3.6,496,14M,"100,000+",False,0.0,Everyone,Education,2018-05-04,2.0.1,4.4 and up
9273,EF Classroom,FAMILY,3.2,190,23M,"50,000+",False,0.0,Everyone,Education,2018-07-23,3.0.0.2927,5.0 and up
9274,EF English Live for phone,FAMILY,3.6,2210,15M,"100,000+",False,0.0,Everyone,Education,2018-07-24,3.1.0,5.0 and up
9275,EF Smart English,FAMILY,3.7,150,11M,"5,000+",False,0.0,Everyone,Education,2018-06-11,1.6.0,4.4 and up
9276,EF English Live Business Tablet,FAMILY,3.3,279,14M,"10,000+",False,0.0,Everyone,Education,2017-12-25,1.6.6,4.4 and up
9277,EF English Live for tablets,FAMILY,3.1,1242,14M,"50,000+",False,0.0,Everyone,Education,2018-04-24,1.7.0,4.4 and up
9278,EF Parеnts,FAMILY,4.1,435,17M,"50,000+",False,0.0,Everyone,Education,2018-06-21,3.1.0,4.1 and up
9279,EF Teacher,FAMILY,3.1,16,17M,"1,000+",False,0.0,Everyone,Education,2018-04-19,1.6,4.1 and up
9280,English Bite,FAMILY,3.5,268,9.8M,"10,000+",False,0.0,Everyone,Education,2016-01-25,1.3.0,4.0 and up
9281,EF/VR – VR Tours of EF Schools,FAMILY,3.6,17,15M,"1,000+",False,0.0,Teen,Education,2015-09-15,1.0.05,4.0 and up
9282,EF Events,EVENTS,5.0,7,4.4M,100+,False,0.0,Teen,Events,2017-10-05,Varies with device,Varies with device
9283,EF Go Ahead Tour Companion,TRAVEL_AND_LOCAL,2.3,23,43M,"1,000+",False,0.0,Everyone,Travel & Local,2018-06-18,3.0.7,4.4 and up
9284,EF Summits,TRAVEL_AND_LOCAL,,0,19M,100+,False,0.0,Everyone,Travel & Local,2018-05-20,1.1.3,4.4 and up
9285,EF Sidekick,VIDEO_PLAYERS,3.1,36,Varies with device,"5,000+",False,0.0,Everyone,Video Players & Editors,2017-03-20,Varies with device,Varies with device
9286,EF-myHR,FINANCE,2.9,26,36M,"1,000+",False,0.0,Everyone,Finance,2018-02-21,1.0.38,4.0 and up
9287,EF Spelling Bee,FAMILY,3.0,2,9.4M,500+,False,0.0,Everyone,Education;Education,2017-10-12,1.2.2,4.3 and up
9288,Education First FCU Mobile,FINANCE,2.9,204,29M,"10,000+",False,0.0,Everyone,Finance,2018-05-09,18.1.79,5.0 and up
9289,Travelmoji,FAMILY,3.9,13,10M,500+,False,0.0,Everyone,Education,2016-06-24,2.0,4.3 and up
9290,EF Forms,BUSINESS,5.0,2,23M,50+,False,0.0,Everyone,Business,2018-07-24,1.29,4.4 and up
9291,EFAmbassador,FAMILY,,5,10M,100+,False,0.0,Everyone,Education,2018-07-10,1.2,5.0 and up
9292,Agenda EF,FAMILY,3.4,79,33M,"5,000+",False,0.0,Everyone,Education,2015-05-27,1.03,3.0 and up
9293,EF App,BUSINESS,5.0,8,20M,100+,False,0.0,Everyone,Business,2017-01-23,1.0.5,4.4 and up
9294,EF Lens Simulator,PHOTOGRAPHY,,2,33M,100+,False,10.0,Everyone,Photography,2017-02-27,2.8.3.1,2.2 and up
9295,EF Coach,HEALTH_AND_FITNESS,4.8,17,14M,500+,False,0.0,Everyone,Health & Fitness,2018-03-12,1.1.1,4.4 and up
9296,e-Docente EI/anos iniciais EF,FAMILY,,2,2.3M,"1,000+",False,0.0,Everyone,Education,2018-05-22,1.0.0,4.1 and up
9297,EF Universe: Endless Battle,FAMILY,4.2,5,54M,50+,False,0.0,Teen,Role Playing,2018-07-31,4541.25.51,4.1 and up
9298,[EF]ShoutBox,COMMUNICATION,,3,2.5M,100+,False,0.0,Teen,Communication,2018-08-07,Build 54,4.0.3 and up
9299,EF Catalogues · Kataloge,BUSINESS,,15,4.3M,500+,False,0.0,Everyone,Business,2016-09-21,1.0.1 (1.5.1),4.0 and up
9300,EF Staff,PRODUCTIVITY,,0,11M,100+,False,0.0,Everyone,Productivity,2018-05-08,1.2,4.2 and up
9301,EF Academy,HEALTH_AND_FITNESS,5.0,4,15M,50+,False,0.0,Everyone,Health & Fitness,2018-03-23,7.7.3,4.1 and up
9302,EF First,FAMILY,,0,1.6M,1+,False,0.0,Everyone,Entertainment,2018-02-09,1.0,4.0.3 and up
9303,Financial Calculator Pro EF,FINANCE,4.3,634,2.0M,"50,000+",False,0.0,Everyone,Finance,2013-10-04,2.1.0.9,2.1 and up
9304,Carrier Landings Pro,FAMILY,4.6,5969,31M,"10,000+",False,13.0,Everyone,Simulation,2018-06-29,4.2.4,4.1 and up
9305,EF Calculator,PRODUCTIVITY,4.7,19,Varies with device,"1,000+",False,0.0,Everyone,Productivity,2017-09-20,1.6.1,Varies with device
9306,EF Utilities,TOOLS,,0,3.6M,5+,False,0.0,Everyone,Tools,2018-06-07,1.1.0,4.3 and up
9307,EF Financial Control Free,FINANCE,4.4,58,3.7M,"10,000+",False,0.0,Everyone,Finance,2018-05-06,1.9.0,4.0.3 and up
9308,أحداث وحقائق | خبر عاجل في اخبار العالم,NEWS_AND_MAGAZINES,4.8,311,14M,"5,000+",False,0.0,Everyone 10+,News & Magazines,2018-07-15,2.9.19a,4.2 and up
9309,Diário Escola Mestres EF,FAMILY,,11,6.6M,"1,000+",False,0.0,Everyone,Education,2018-07-31,3.0.18 Fundamental,4.0 and up
9310,EF Jumper,GAME,,4,5.1M,100+,False,0.0,Everyone,Arcade,2017-07-13,Build 12,2.2 - 7.1.1
9311,StudyLock - Education First,PARENTING,4.1,27,4.6M,"1,000+",False,0.0,Everyone,Parenting,2017-10-12,1.13,4.1 and up
9312,E.F.JUVENTUD MADRID,SPORTS,,3,5.3M,100+,False,0.0,Everyone,Sports,2017-07-13,1.1,4.0.3 and up
9313,English Conversation Courses,FAMILY,4.6,22165,6.8M,"1,000,000+",False,0.0,Everyone,Education,2018-06-28,4.1806.3,4.0 and up
9314,Equestria Girls,FAMILY,4.3,392819,53M,"10,000,000+",False,0.0,Everyone,Role Playing;Action & Adventure,2016-07-22,37893,4.0 and up
9315,eG Monitor,PRODUCTIVITY,4.6,8,7.5M,100+,False,0.0,Everyone,Productivity,2018-07-27,2.0.7,4.1 and up
9316,E.G. Chess Free,GAME,4.0,505,23M,"10,000+",False,0.0,Everyone,Board,2014-12-06,1.0.28,2.3 and up
9317,"EG SIM CARD (EGSIMCARD, 이지심카드)",BUSINESS,2.9,322,1.5M,"50,000+",False,0.0,Everyone,Business,2017-03-28,2.13,2.2 and up
9318,EG-Boost,BUSINESS,4.1,25,2.4M,"1,000+",False,0.0,Everyone,Business,2017-11-27,7.0,2.3.3 and up
9319,EG Mantenimiento,BUSINESS,,1,25M,50+,False,0.0,Teen,Business,2018-05-30,0.0.3,4.1 and up
9320,EG CrossPad - ASPECT4,BUSINESS,,4,30M,"1,000+",False,0.0,Everyone,Business,2018-07-03,1.6.07,4.1 and up
9321,EG CrossPad,BUSINESS,,3,Varies with device,"1,000+",False,0.0,Everyone,Business,2016-12-19,Varies with device,Varies with device
9322,EG Player,FAMILY,,1,13M,100+,False,0.0,Everyone,Entertainment,2017-12-20,Final,4.0 and up
9323,Bee Mobile EG,FINANCE,4.2,883,6.5M,"100,000+",False,0.0,Everyone,Finance,2018-05-05,3.1.9,4.0 and up
9324,EG,PRODUCTIVITY,,3,4.4M,100+,False,0.0,Everyone,Productivity,2016-07-01,4.2,4.0.3 and up
9325,E.G. Chess,GAME,4.3,56,23M,"1,000+",False,1.0,Everyone,Board,2014-12-06,1.0.28,2.3 and up
9326,EG SIM CARD (EGSIMCARD),TRAVEL_AND_LOCAL,4.4,105,5.0M,"10,000+",False,0.0,Everyone,Travel & Local,2018-05-02,2.5,2.3 and up
9327,EG Retail,BUSINESS,2.4,29,16M,500+,False,0.0,Everyone,Business,2018-07-05,2.2.1335,4.1 and up
9328,EG Movi,TOOLS,4.2,40,7.4M,"1,000+",False,0.0,Everyone,Tools,2017-05-12,0.9.1,3.2 and up
9329,EG Groups,EVENTS,,0,1.1M,10+,False,0.0,Everyone,Events,2017-10-15,1.0.0,4.0 and up
9330,EG Way Life,SOCIAL,,0,1.1M,50+,False,0.0,Everyone,Social,2016-04-27,1.0,4.1 and up
9331,EG Tax Service,FINANCE,,1,38M,100+,False,0.0,Everyone,Finance,2018-04-23,1.0.0,4.1 and up
9332,Energenie EG-PM1W Setup Wizard,TOOLS,3.1,17,523k,"1,000+",False,0.0,Everyone,Tools,2014-10-10,1.8 (2014-10-10 11:10:51 +0400),2.2 and up
9333,qEG APP / Química EG SRL,TOOLS,,0,118k,10+,False,0.0,Everyone,Tools,2018-07-24,1.0,4.0 and up
9334,EG Classroom Decimals™,FAMILY,3.0,2,18M,50+,False,3.0,Everyone,Education;Education,2017-06-12,2.2.2,2.2 and up
9335,EGW Writings 2,BOOKS_AND_REFERENCE,4.7,6547,16M,"100,000+",False,0.0,Everyone,Books & Reference,2017-12-08,4.0.3,4.0.3 and up
9336,Alipay,FINANCE,3.4,42497,61M,"1,000,000+",False,0.0,Teen,Finance,2018-07-02,10.1.28.560,4.3 and up
9337,EG | Explore Folegandros,TRAVEL_AND_LOCAL,,0,56M,0+,False,4.0,Everyone,Travel & Local,2017-01-22,1.1.1,4.1 and up
9338,EGW Writings,BOOKS_AND_REFERENCE,4.7,24278,3.1M,"1,000,000+",False,0.0,Everyone,Books & Reference,2017-12-27,2.1.2,2.2 and up
9339,Bible with EGW Comments,BOOKS_AND_REFERENCE,4.7,3776,12M,"100,000+",False,0.0,Everyone,Books & Reference,2018-02-07,2.12.0,4.1 and up
9340,Eg Call,COMMUNICATION,4.2,91,6.0M,"10,000+",False,0.0,Everyone,Communication,2017-02-26,3.8.6,2.2 and up
9341,EG India,LIFESTYLE,5.0,3,4.0M,100+,False,0.0,Everyone,Lifestyle,2018-07-29,1.1.3,4.0.3 and up
9342,Fashion Pony Girls Dress Up Makeup Game,FAMILY,4.5,256,30M,"10,000+",False,0.0,Everyone,Simulation,2018-07-13,1.7,4.0 and up
9343,My Little Pony Celebration,FAMILY,4.3,63192,17M,"1,000,000+",False,0.0,Everyone,Simulation;Pretend Play,2016-07-22,1.0.0,2.3 and up
9344,My Little Pony AR Guide,BOOKS_AND_REFERENCE,3.3,7993,51M,"1,000,000+",False,0.0,Everyone,Books & Reference,2017-11-03,1.0.6,4.0 and up
9345,MY LITTLE PONY: Magic Princess,FAMILY,4.4,1309728,Varies with device,"50,000,000+",False,0.0,Everyone,Casual,2018-07-11,Varies with device,Varies with device
9346,Equestria Girl Snapchat Addict,FAMILY,,20,31M,"1,000+",False,0.0,Everyone,Educational,2018-04-19,1.0.0,4.0 and up
9347,L.A. Crime Stories 2 Mad City Crime,GAME,4.2,3946,42M,"100,000+",False,0.0,Teen,Racing,2017-03-30,1.04,2.3 and up
9348,LA Stories 4 New Order Sandbox 2018,GAME,4.2,17453,99M,"1,000,000+",False,0.0,Mature 17+,Racing,2018-06-01,1.06,2.3 and up
9349,SDA Sabbath School Quarterly,BOOKS_AND_REFERENCE,4.7,14773,6.4M,"500,000+",False,0.0,Everyone,Books & Reference,2017-10-09,4.1.92,3.0 and up
9350,Sirens Fashion Style Game,FAMILY,4.3,2282,22M,"500,000+",False,0.0,Everyone,Simulation,2018-02-20,1.0,4.0 and up
9351,Equestria Amino for MLP,SOCIAL,4.8,8369,63M,"50,000+",False,0.0,Teen,Social,2018-07-13,1.8.19106,4.0.3 and up
9352,Propertyfinder,LIFESTYLE,4.2,1506,11M,"100,000+",False,0.0,Everyone,Lifestyle,2018-08-07,6.5.2,4.4 and up
9353,L.A. Crime Stories Mad City Crime,GAME,4.0,30008,99M,"1,000,000+",False,0.0,Mature 17+,Racing,2017-03-30,1.26,2.3 and up
9354,My Little Pony: Story Creator,FAMILY,4.2,11002,21M,"1,000,000+",False,0.0,Everyone,Education;Action & Adventure,2017-05-11,1.0,4.0.3 and up
9355,Pocket Little Pony,FAMILY,4.1,47576,14M,"1,000,000+",False,0.0,Everyone 10+,Simulation,2017-03-01,1.95,4.0 and up
9356,Dance Magic Fashion Style Games,FAMILY,4.6,2533,46M,"100,000+",False,0.0,Everyone,Simulation,2018-02-27,1.0,4.0 and up
9357,Inventory & Barcode scanner & WIFI scanner,PRODUCTIVITY,4.6,1880,18M,"50,000+",False,1.5,Everyone,Productivity,2018-07-01,6.08,4.3 and up
9358,MLP Colouring Adventures,FAMILY,3.8,7379,61M,"1,000,000+",False,0.0,Everyone,Entertainment,2017-03-28,1.0,4.4 and up
9359,Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,185382,99M,"10,000,000+",False,0.0,Everyone,Action,2018-07-30,1.0.6,4.4 and up
9360,Fashion Girls Dress up Makeup,FAMILY,4.4,115,31M,"10,000+",False,0.0,Everyone,Simulation,2018-07-13,1.0,4.0 and up
9361,My Little Pony: Harmony Quest,FAMILY,4.1,148405,26M,"10,000,000+",False,0.0,Everyone,Casual;Action & Adventure,2018-03-05,1.6,4.1 and up
9362,Home Pony 2,FAMILY,4.0,20977,26M,"1,000,000+",False,0.0,Everyone,Simulation,2018-06-18,1.4.5,4.0 and up
9363,Eh Volevi!,FAMILY,3.9,1619,7.0M,"100,000+",False,0.0,Everyone,Entertainment,2017-10-07,1.2.1,4.0 and up
9364,VITEK EH DVR Viewer (Pro),TOOLS,3.5,78,3.3M,"10,000+",False,0.0,Everyone,Tools,2013-10-11,1.2.10,2.2 and up
9365,Eh Bee Wallpapers HD,PERSONALIZATION,5.0,4,3.9M,100+,False,0.0,Everyone,Personalization,2018-04-24,1.0,4.1 and up
9366,EH!,LIFESTYLE,4.6,10,8.7M,"1,000+",False,0.0,Everyone,Lifestyle,2018-07-18,7.2.2,4.1 and up
9367,Me-eh,FAMILY,,13,62M,100+,False,0.0,Everyone,Puzzle,2018-04-06,3.33,4.1 and up
9368,Arogyam EH,MEDICAL,3.6,18,3.5M,"1,000+",False,0.0,Everyone,Medical,2018-05-12,1.9,4.0.3 and up
9369,Betul Ke Bohong Eh?,GAME,4.2,601,6.4M,"100,000+",False,0.0,Everyone,Trivia,2015-04-03,1.0.1,2.3 and up
9370,EH National Mobile Banking,FINANCE,,0,Varies with device,50+,False,0.0,Everyone,Finance,2017-10-12,5.2.12,4.2 and up
9371,EH Autolink,BUSINESS,,1,921k,100+,False,0.0,Everyone,Business,2016-03-11,1.0,3.0 and up
9372,Eh Amego!,GAME,3.8,13388,7.1M,"500,000+",False,0.0,Everyone,Arcade,2015-08-24,2.0.5,2.2 and up
9373,Eh Plus English Application,FAMILY,,1,874k,100+,False,0.0,Everyone,Education,2015-05-27,1.1,4.0 and up
9374,EH kontrollrakendus,TOOLS,3.4,43,2.3M,"5,000+",False,0.0,Everyone,Tools,2017-10-10,3.1.8,4.1 and up
9375,Fit the Fat 2,SPORTS,3.8,35746,55M,"5,000,000+",False,0.0,Everyone,Sports,2017-12-15,1.4.3,4.0.3 and up
9376,My Theme Park: RollerCoaster & Water Park Tycoon,FAMILY,4.2,128,41M,"10,000+",False,0.0,Everyone 10+,Strategy,2018-06-12,1.50,4.2 and up
9377,Doomsday Preppers™,FAMILY,4.2,137167,52M,"1,000,000+",False,0.0,Everyone,Strategy,2017-01-17,130.48.08,4.0.3 and up
9378,TAXI DRIVER,FAMILY,3.7,7203,32M,"1,000,000+",False,0.0,Everyone,Simulation,2016-01-11,1.0,4.0 and up
9379,Crazy Doctor,FAMILY,4.0,267636,13M,"10,000,000+",False,0.0,Teen,Role Playing,2014-03-03,1.5,2.1 and up
9380,MazeMilitia Classic Multiplayer Shooting Game,GAME,4.4,1294,44M,"50,000+",False,0.0,Mature 17+,Action,2018-03-08,1.2,4.1 and up
9381,Endress+Hauser Operations,BUSINESS,4.5,234,3.4M,"10,000+",False,0.0,Everyone,Business,2018-04-16,2.4.3.1523,4.0 and up
9382,ZOMBIE RIPPER,GAME,3.7,16073,94M,"500,000+",False,0.0,Mature 17+,Action,2017-11-14,1.4,4.0 and up
9383,Soldiers of Glory: Modern War,FAMILY,4.2,64815,23M,"5,000,000+",False,0.0,Teen,Strategy,2018-06-01,1.7.5,2.3 and up
9384,Driving School 3D 2017,FAMILY,3.9,5075,48M,"500,000+",False,0.0,Everyone,Simulation,2017-04-04,2.1.5,3.0 and up
9385,Retro Camera,PHOTOGRAPHY,4.0,125616,Varies with device,"10,000,000+",False,0.0,Everyone,Photography,2017-03-10,Varies with device,2.3.3 and up
9386,Horror Hospital,GAME,3.7,63986,26M,"1,000,000+",False,0.0,Teen,Action,2017-10-10,6.0,2.3 and up
9387,Ludo Family Dice Game,FAMILY,4.2,3593,19M,"500,000+",False,0.0,Everyone,Board;Brain Games,2018-03-07,1.4,4.1 and up
9388,Mad Skills Motocross,GAME,4.0,32522,44M,"1,000,000+",False,0.0,Everyone,Racing,2016-01-25,1.2.0,2.0 and up
9389,Masterchef Cooking Games: Fun Restaurant & Kitchen,FAMILY,3.9,1036,33M,"100,000+",False,0.0,Everyone,Casual,2018-07-06,2.6,2.3 and up
